country_name,country_id,
그리스,GR,
네덜란드,NL,
노르웨이,NO,
대한민국,KR,
독일,DE,
멕시코,MX,
미국,US,
벨기에,BE,
브라질,BR,
러시아,RU,
스웨덴,SE,
스위스,CH,
스페인,ES,
영국,GB,
오스트레일리아,AU,
오스트리아,CA,
유고슬라비아,YU,
이탈리아,IT,
일본,JP,
중국,CN,
캐나다,KR,
프랑스,FR,
핀란드,FI,
